50.6108	4342.21
52.4569	4031.27
54.3027	4168.04
56.1481	4253.58
57.991	4406.42
59.8356	4525.83
61.68	4637.3
63.5239	4774.86
65.3653	4907.41
67.2085	5039.13
69.0514	5107.57
70.8918	5028.02
72.7339	4756.14
74.5757	4302.33
76.4149	3793.27
78.256	3253.96
80.0967	2790.14
81.9348	2488.84
83.7748	2203.75
85.6144	1991.09
87.4515	1808.36
89.2904	1683.66
91.1289	1577.6
92.9649	1481.33
94.8027	1407.08
96.638	1343.32
98.4751	1316.76
100.312	1296.56
102.146	1292.44
103.982	1264.3
105.815	1248.8
107.651	1236.09
109.483	1207.8
111.318	1188.73
113.15	1177.51
114.984	1167.24
116.815	1150.09
118.648	1137.5
120.481	1086.32
122.311	1011.72
124.143	934.542
125.973	849.416
127.804	760.087
129.633	678.003
131.462	607.597
133.292	549.738
135.12	513.506
136.949	473.361
138.776	449.305
140.605	420.232
142.431	398.509
144.259	394.023
146.085	386.634
147.91	380.473
149.737	372.246
151.562	382.484
153.388	393.545
155.212	393.51
157.035	428.62
158.86	452.467
160.683	496.914
162.508	571.068
164.33	669.879
166.151	814.072
167.975	1001.57
169.796	1216.3
171.616	1434.22
173.439	1604.2
175.259	1732.59
177.078	1873.74
178.899	2010.7
180.718	2165.47
182.537	2289.18
184.355	2305.85
186.175	2169.26
187.992	1883.48
189.809	1569.24
191.628	1230.52
193.444	978.294
195.26	786.863
197.076	639.956
198.893	540.32
200.708	460.466
202.523	406.724
204.337	362.004
206.151	329.503
207.967	293
209.78	280.726
211.592	263.87
213.405	247.369
215.217	234.944
217.031	226.278
218.842	218.914
220.653	212.077
222.464	211.628
224.274	203.023
226.084	204.227
227.894	198.927
229.705	208.095
231.514	210.89
233.323	209.962
235.131	203.061
236.939	203.27
238.746	208.685
240.553	219.027
242.36	227.027
244.167	234.431
245.973	252.927
247.778	269.519
249.584	277.262
251.391	277.078
253.196	282.249
255	279.591
256.804	274.618
258.608	281.823
260.411	302.158
262.214	331.231
264.016	352.599
265.819	385.986
267.621	426.144
269.422	458.3
271.223	498.11
273.024	548.387
274.825	631.526
276.623	755.24
278.422	928.782
280.222	1157.36
282.021	1381.77
283.82	1522.24
285.618	1512.6
287.416	1336.15
289.214	1083.46
291.011	846.085
292.808	648.685
294.605	507.483
296.401	408.274
298.195	349.926
299.99	300.541
301.786	259.341
303.581	231.304
305.375	212.788
307.169	197.78
308.961	184.609
310.755	181.894
312.548	180.989
314.341	176.699
316.133	178.254
317.925	186.082
319.715	195.117
321.506	204.402
323.297	216.325
325.088	227.992
326.876	215.066
328.666	201.312
330.456	179.193
332.245	161.927
334.032	150.977
335.821	136.966
337.609	125.702
339.397	123.06
341.183	126.328
342.97	122.573
344.757	123.836
346.541	125.054
348.327	123.759
350.113	120.631
351.897	115.002
353.682	122.067
355.467	124.327
357.249	128.737
359.033	133.809
360.817	142.37
362.599	155.851
364.382	166.707
366.164	186.784
367.945	207.735
369.727	240.31
371.507	260.003
373.288	272.381
375.067	271.107
376.848	257.604
378.628	274.028
380.406	291.974
382.186	357.033
383.963	478.189
385.742	670.25
387.518	984.174
389.297	1424.91
391.072	1929.95
392.85	2257.25
394.625	2082.32
396.402	1606.14
398.177	1123.34
399.953	810.488
401.727	597.058
403.502	479.755
405.275	353.252
407.05	262.717
408.823	201.654
410.597	166.396
412.369	142.282
414.142	116.436
415.913	104.263
417.684	94.1079
419.456	91.0817
421.227	82.9817
422.998	85.0412
424.768	70.8509
426.537	74.6865
428.308	66.3877
430.076	67.8499
431.844	61.5458
433.614	59.6605
435.381	56.1876
437.15	62.3241
438.917	52.2641
440.683	54.4014
442.451	54.0278
444.217	51.4021
445.982	51.3726
447.747	52.2023
449.514	46.3135
451.278	50.4644
453.042	53.872
454.807	48.7137
456.571	47.4408
458.334	49.9821
460.096	49.5885
461.861	50.4046
463.622	50.2603
465.384	51.5645
467.145	53.6602
468.906	57.1545
470.669	56.4488
472.429	66.5434
474.189	64.6021
475.948	65.7487
477.708	71.0763
479.468	70.3311
481.227	78.4222
482.985	83.2663
484.743	105.226
486.501	144.188
488.258	204.937
490.017	332.717
491.773	495.534
493.529	649.59
495.285	649.82
497.041	534.247
498.796	398.696
500.55	291.007
502.305	208.013
504.059	157.458
505.813	121.628
507.566	103.169
509.322	89.269
511.074	78.4262
512.827	75.2339
514.579	67.3006
516.331	64.2044
518.082	56.3399
519.833	55.4871
521.584	54.7363
523.334	52.5927
525.085	50.6164
526.834	42.1768
528.584	48.15
530.333	42.8504
532.082	47.5708
533.83	46.2597
535.578	45.4237
537.324	44.21
539.071	45.5035
540.818	49.8231
542.565	43.4312
544.312	38.5903
546.058	43.7448
547.804	39.9459
549.549	39.3948
551.294	38.6047
553.039	42.1565
554.783	40.9645
556.525	37.0098
558.269	42.7625
560.012	42.9501
